Ticker,SharesOut,ZacksSector,Beta,Price,Name
CRCM,33.13,Consumer Discretionary,1.02,15.03,"Care.com, Inc."
CRD.A,53.12,Business Services,1,11.47,Crawford & Company
CRD.B,53.12,Business Services,1.04,10.15,Crawford & Company
CRDNF,372.22,Basic Materials,-1.39,0.17,Cardinal Resources Limited
CREAF,70.33,Computer and Technology,0.06,2.27,Creative Technology Ltd.
CREE,107.71,Computer and Technology,0.86,46.15,"Cree, Inc."
CREG,17.87,Business Services,2.22,0.2804,China Recycling Energy Corporation
CRESY,51.49,Consumer Staples,1.16,7.04,Cresud S.A.C.I.F. y A.
CREX,9.77,Computer and Technology,1.14,1.53,Wireless Ronin Technologies Inc.
CRF,38.49,Finance,1.19,10.99,"Cornerstone Total Return Fund, Inc."
CRGS,50.98,Business Services,-1.45,0.076,Torvec Inc.
CRH,838.92,Construction,0.94,40.33,CRH PLC
CRHKY,1622,Conglomerates,0.04,11.1,China Resources Enterprise Ltd.
CRHM,71.69,Medical,1.1,3.47,CRH Medical Corporation
CRI,44.15,Consumer Discretionary,0.92,109.34,"Carter's, Inc."
CRIS,33.2,Medical,2.39,1.7,"Curis, Inc."
CRK,190.02,Oils-Energy,1.43,8.23,"Comstock Resources, Inc."
CRL,48.84,Medical,1.11,152.76,"Charles River Laboratories International, Inc."
CRM,887,Computer and Technology,1.22,162.64,"salesforce.com, inc."
CRMD,25.65,Medical,3.14,7.28,CorMedix Inc
CRMT,6.6,Retail-Wholesale,0.88,109.66,"America's Car-Mart, Inc."
CRMZ,10.72,Computer and Technology,-0.93,1.57,CreditRiskMonitor.com Inc.
CRNC,36.4,Computer and Technology,,22.63,Cerence Inc.
CRNCY,294.48,Oils-Energy,1.52,5.4,Cairn Energy PLC
CRNT,80.23,Computer and Technology,1.26,2.1,Ceragon Networks Ltd.
CRNX,24.22,Medical,1.09,25.09,"Crinetics Pharmaceuticals, Inc."
CRON,348.78,Finance,3.2,7.67,Cronos Group Inc.
CROX,68.61,Consumer Discretionary,1.01,41.89,"Crocs, Inc."
CRPJY,320.7,Utilities,0.33,18.7,China Resources Power Holdings Co.
CRPOF,77.33,Medical,1.02,0.25,Ceapro Inc.
CRRFY,3946.26,Retail-Wholesale,0.81,3.2924,Carrefour SA
CRRSQ,158.1,Business Services,2.62,0.0007,Corporate Resource Services Inc.
CRRT,29.31,Oils-Energy,1.33,0.2351,"Carbo Ceramics, Inc."
CRRVF,101.38,Medical,2.42,0.07,CVR Medical Corp.
CRS,47.72,Basic Materials,2.31,49.78,Carpenter Technology Corporation
CRSP,55.2,Medical,3.22,60.905,CRISPR Therapeutics AG
CRT,6,Oils-Energy,0.86,8.73,Cross Timbers Royalty Trust
CRTG,69.07,Computer and Technology,1.1,0.17,"The Coretec Group, Inc."
CRTN,9.45,Business Services,,,"Cartesian, Inc."
CRTO,64.08,Computer and Technology,0.67,17.33,Criteo S.A.
CRTX,26.85,Medical,,56.14,"Cortexyme, Inc."
CRUS,57.8,Computer and Technology,1.02,82.41,"Cirrus Logic, Inc."
CRVL,18.28,Business Services,0.69,87.36,CorVel Corp.
CRVS,29.41,Medical,1.33,5.44,"Corvus Pharmaceuticals, Inc."
CRVW,139.38,Medical,0.16,0.0078,Careview Communications Inc.
CRWD,205.54,Computer and Technology,,49.87,CrowdStrike Holdings Inc.
CRWG,160.09,Computer and Technology,-2.62,0.0013,CrowdGather Inc.
CRWOY,913.77,Construction,0.71,14.8565,China Railway Group Ltd.
CRWS,10.17,Consumer Discretionary,0.49,6.15,"Crown Crafts, Inc."
CRXM,14.49,Medical,1.74,0.185,Cardium Therapeutics Inc.
CRY,37.5,Medical,0.68,27.09,"CryoLife, Inc."
CRZBY,1252.4,Finance,1.66,6.07,Commerzbank AG
CS,2507.8,Finance,1.43,13.45,Credit Suisse Group
CSBB,2.74,Finance,0.22,40.97,CSB Bancorp Inc.
CSBR,11.62,Medical,1.26,8.33,"Champions Oncology, Inc."
CSCO,4242.26,Computer and Technology,1.23,47.96,"Cisco Systems, Inc."
CSFFF,399.6,Basic Materials,3.17,0.59,Capstone Mining Corp.
CSFL,125.1,Finance,1.06,24.98,CenterState Bank Corporation
CSGP,36.63,Computer and Technology,1.35,598.3,"CoStar Group, Inc."
CSGS,32.95,Computer and Technology,0.99,51.78,"CSG Systems International, Inc."
CSHB,4.12,Finance,0.65,3.01,Community Shores Bank Corp.
CSII,35.2,Medical,1.62,48.59,"Cardiovascular Systems, Inc."
CSIOY,24.33,Computer and Technology,0.96,199.1,Casio Computer Co.
CSIQ,59.44,Oils-Energy,2.13,22.1,Canadian Solar Inc.
CSL,56.67,Conglomerates,0.99,161.84,Carlisle Companies Incorporated
CSLLY,905.92,Medical,0.71,97.25,CSL Limited Sponsored ADR
CSLT,146.17,Computer and Technology,1.51,1.33,"Castlight Health, inc."
CSOD,60.72,Computer and Technology,1.14,58.55,"Cornerstone OnDemand, Inc."
CSPI,4.17,Computer and Technology,1.11,13.05,CSP Inc.
CSS,8.88,Consumer Discretionary,1,4.41,"CSS Industries, Inc."
CSSE,4.26,Consumer Discretionary,1.09,8,"Chicken Soup for the Soul Entertainment, Inc."
CSTE,34.4,Construction,1.43,15.07,Caesarstone Ltd.
CSTI,1.6,Consumer Discretionary,0.63,10.89,Costar Technologies Inc.
CSTL,17.07,Medical,,34.37,"Castle Biosciences, Inc."
CSTM,137.35,Industrial Products,1.82,,Constellium SE
CSTR,18.36,Finance,0.89,16.65,Capstar Financial Holdings Inc.
CSU,31.46,Medical,0.91,3.09,Capital Senior Living Corporation
CSUAY,4972.4,Oils-Energy,0.91,8.33,China Shenhua Energy Co.
CSV,17.81,Consumer Staples,0.67,25.6,"Carriage Services, Inc."
CSVI,27.67,Computer and Technology,0.26,44.5,Computer Services Inc.
CSWC,17.93,Finance,0.16,20.81,Capital Southwest Corporation
CSWI,15.05,Basic Materials,1.07,77,"CSW Industrials, Inc."
CSX,782.34,Transportation,1.21,72.36,CSX Corporation
CTAS,103.5,Industrial Products,0.98,269.08,Cintas Corporation
CTB,50.18,Auto-Tires-Trucks,0.66,28.75,Cooper Tire & Rubber Company
CTBI,17.78,Finance,0.68,46.64,"Community Trust Bancorp, Inc."
CTDH,121.22,Medical,0.43,0.34,CTD Holdings Inc.
CTEK,10.34,Business Services,0.43,3.3,"Cynergistek, Inc."
CTG,14.7,Computer and Technology,0.48,5.18,"Computer Task Group, Incorporated"
CTHR,28.98,Consumer Discretionary,-0.58,1.42,Charles & Colvard Ltd
CTIB,3.84,Industrial Products,-0.04,0.8426,CTI Industries Corporation
CTIC,57.98,Medical,1.89,1.58,CTI BioPharma Corp.
CTK,63.61,Computer and Technology,1.37,4.95,CooTek (Cayman) Inc. Sponsored ADR
CTL,1090.23,Computer and Technology,0.88,13.21,"CenturyLink, Inc."
CTLT,146.31,Medical,1.69,56.3,"Catalent, Inc."
CTMX,45.43,Medical,0.74,8.31,"CytomX Therapeutics, Inc."
CTO,4.93,Finance,0.79,60.32,Consolidated-Tomoka Land Co.
CTPCY,5818.05,Conglomerates,0.57,6.62,Citic Ltd.
CTRA,18.21,Oils-Energy,0.08,9.05,CONTURA ENERGY
CTRC,59.06,Retail-Wholesale,-0.96,2.17,CENTRIC BRANDS INC.
CTRE,95.56,Finance,0.6,20.63,"CareTrust REIT, Inc."
CTRM,2.4,Transportation,,1.85,Castor Maritime Inc.
CTRN,11.65,Retail-Wholesale,0.62,23.12,"Citi Trends, Inc."
CTRYY,865.84,Finance,0.61,35.8,Country Garden Holdings Co.
CTS,32.6,Computer and Technology,1.29,30.01,CTS Corporation
CTSH,547.57,Computer and Technology,1.02,62.02,Cognizant Technology Solutions Corporation
CTSO,32.42,Medical,1.79,3.85,Cytosorbents Corporation
CTST,141.49,Medical,3.25,0.9273,CannTrust Holdings Inc.
CTT,49.01,Finance,1.25,11.47,"CatchMark Timber Trust, Inc."
CTTAY,2000.06,Auto-Tires-Trucks,1.25,12.825,Continental AG
CTTPY,75,Finance,-0.7,4.5,"CTT Correios de Portugal, S.A. Unsponsored ADR"
CTVA,748.4,Consumer Staples,,29.56,"Corteva, Inc."
CTVZ,131.67,Finance,-460.7,1.25,China Travel Resort Holdings Inc.
CTXR,28.93,Medical,1,1.02,"Citius Pharmaceuticals, Inc."
CTXS,130.22,Computer and Technology,1.04,110.9,"Citrix Systems, Inc."
CTYO,1.53,Computer and Technology,,,CathayOnline Inc.
CUB,31.27,Computer and Technology,1.12,63.57,Cubic Corporation
CUBA,6.13,Finance,1.26,6.62,"The Herzfeld Caribbean Basin Fund, Inc."
CUBE,193.55,Finance,0.09,31.48,CubeSmart
CUBI,31.32,Finance,1.09,23.81,"Customers Bancorp, Inc"
CUE,22.99,Medical,1.64,15.875,"Cue Biopharma, Inc."
CUI,28.74,Industrial Products,1.4,1.1,"CUI Global, Inc."
CUK,185.49,Consumer Discretionary,1.11,48.16,Carnival Corporation
CULP,12.41,Consumer Discretionary,0.59,13.62,"Culp, Inc."
CUO,1.71,Construction,0.7,7.8595,Continental Materials Corporation
CURM,2.51,Retail-Wholesale,0.42,0.111,CUR Media Inc.
CURO,41.49,Finance,3.41,12.18,CURO Group Holdings Corp.
CUSI,23.71,Consumer Staples,0.78,15.58,Cuisine Solutions Inc.
CUTR,14.23,Computer and Technology,0.94,35.81,"Cutera, Inc."
CUYTY,600.78,Consumer Discretionary,-0.37,12.8545,Colruyt SA Unsponsored ADR
CUZ,146.76,Finance,0.9,41.2,Cousins Properties Incorporated
CVA,131.43,Oils-Energy,1.24,14.84,Covanta Holding Corporation
CVALF,25.82,Medical,,1.51,Covalon Technologies Ltd.
CVBF,140.11,Finance,1.07,21.58,CVB Financial Corporation
CVCO,9.13,Construction,1.56,195.38,"Cavco Industries, Inc."
CVCY,13.2,Finance,0.41,21.67,Central Valley Community Bancorp
CVE,1228.74,Oils-Energy,1.01,10.15,Cenovus Energy Inc
CVEO,169.55,Consumer Discretionary,3.98,1.29,Civeo Corporation
CVET,112.12,Computer and Technology,,13.2,"Covetrus, Inc."
CVGI,31.34,Auto-Tires-Trucks,2.68,6.35,"Commercial Vehicle Group, Inc."
CVGW,17.59,Consumer Staples,1.07,90.59,"Calavo Growers, Inc."
CVI,100.53,Oils-Energy,1.3,40.43,CVR Energy Inc.
CVIA,131.73,Basic Materials,3.14,2.04,COVIA HOLDINGS
CVLB,53.4,Consumer Staples,0.86,0.115,"CONVERSION LABS, INC."
CVLT,45.71,Computer and Technology,1.11,44.64,"CommVault Systems, Inc."
CVLY,9.73,Finance,0.68,23.03,"Codorus Valley Bancorp, Inc"
CVM,35.99,Medical,3,9.15,Cel-Sci Corporation
CVNA,151.56,Retail-Wholesale,2.14,92.05,Carvana Co.
CVR,0.97,Industrial Products,0.06,25.7972,Chicago Rivet & Machine Co.
CVS,1300.96,Retail-Wholesale,0.89,74.29,CVS Health Corporation
CVSI,99.4,Medical,-0.78,0.965,"CV Sciences, Inc."
CVTI,18.46,Transportation,1.53,12.925,"Covenant Transportation Group, Inc."
CVU,11.86,Aerospace,0.18,6.73,"CPI Aerostructures, Inc."
CVV,6.56,Industrial Products,1,3.22,CVD Equipment Corporation
CVX,1890.87,Oils-Energy,1.02,120.51,Chevron Corporation
CW,42.69,Aerospace,1.17,140.89,Curtiss-Wright Corporation
CWBC,8.47,Finance,0.41,11.1,Community West Bancshares
CWBK,3.68,Finance,0.55,24,CommerceWest Bank NA
CWBR,42.88,Medical,2.07,1.6,Cohbar Inc.
CWCO,15.03,Utilities,0.5,16.3,Consolidated Water Co. Ltd.
CWEN,193.41,Oils-Energy,1.24,19.95,"Clearway Energy, Inc."
CWENA,193.41,Oils-Energy,,,"CLEARWAY ENERGY, INC."
CWGL,23.3,Consumer Staples,-0.03,7.4,Crimson Wine Group Ltd.
CWH,88.1,Consumer Discretionary,3.3,14.74,Camping World Holdings Inc.
CWK,219.17,Finance,1.98,20.44,Cushman & Wakefield PLC
CWST,47.78,Industrial Products,0.78,46.03,"Casella Waste Systems, Inc."
CWT,48.15,Utilities,0.19,51.56,California Water Service Group
CWYCY,1357.95,Construction,0.93,10.925,China Railway Construction Corp.
CWYUF,143.46,Finance,0.5,24.1199,SmartCentres Real Estate Investment Trust
CX,1498.63,Construction,1.4,3.78,Cemex S.A.B. de C.V.
CXDC,66.95,Basic Materials,1.39,1.79,China XD Plastics Company Limited
CXDO,14.93,Computer and Technology,2.44,4.25,Crexendo Inc.
CXE,31.51,Finance,0.3,5.38,MFS High Income Municipal Trust
CXH,9.11,Finance,0.04,9.767,MFS Investment Grade Municipal Trust
CXO,201.03,Oils-Energy,1.34,87.57,Concho Resources Inc.
CXP,116.9,Finance,0.89,20.91,"Columbia Property Trust, Inc."
CXRXF,48.91,Medical,0.37,2.912,Concordia International Corp.
CXW,119.1,Finance,1.03,17.38,Corrections Corp. of America
CY,370.59,Computer and Technology,1.84,23.33,Cypress Semiconductor Corporation
CYAD,9.87,Medical,1.25,10.42,Celyad SA
CYAGF,125.93,Computer and Technology,0.27,34.3,"CyberAgent, Inc."
CYAN,5.92,Medical,0.75,2.29,Cyanotech Corporation
CYAP,32.6,Oils-Energy,3.88,0.55,Clean Enviro Tech Corp.
CYBA,3.75,Finance,9.21,0.0044,Canyon Bancorp
CYBE,7.13,Computer and Technology,0.17,18.38,CyberOptics Corporation
CYBR,37.74,Computer and Technology,1.59,116.58,CyberArk Software Ltd.
CYCC,17.2,Medical,3.13,0.67,"Cyclacel Pharmaceuticals, Inc."
CYCN,27.47,Medical,,2.72,"Cyclerion Therapeutics, Inc."
CYD,40.86,Auto-Tires-Trucks,1.8,13.33,China Yuchai International Limited
CYDY,401.73,Medical,1.1,1,CytoDyn Inc.
CYGIY,251.87,Computer and Technology,-0.46,17.87,CYBER AGENT INC
CYH,117.84,Medical,2.36,2.9,"Community Health Systems, Inc."
CYOU,53.25,Computer and Technology,0.95,9.79,Changyou.com Limited
CYPE,271.86,Oils-Energy,7.01,0.0002,Century Petroleum Corp.
CYRBY,399.74,Finance,0.45,7.5,Cyrela Brazil Realty SA
CYRN,59.32,Computer and Technology,0.28,1.28,CYREN Ltd.
CYRX,35.84,Transportation,0.79,16.46,"CryoPort, Inc."
CYTK,59.08,Medical,1.53,10.61,"Cytokinetics, Incorporated"
CYTR,33.64,Medical,1.91,0.29,CytRx Corporation
CYWDF,32.76,Finance,-0.13,0.055,COUNTRYWIDE PLC
CYYNF,90.82,Medical,-0.21,0.72,Cynata Therapeutics Ltd.
CZBS,2.08,Finance,0.16,11.3,Citizens Bancshares Corp.
CZFS,3.52,Finance,0.11,61.5,Citizens Financial Services Inc.
CZNC,12.39,Finance,0.34,28.25,Citizens & Northern Corp
CZR,680.66,Consumer Discretionary,1.4,13.6,Caesars Entertainment Corporation
CZWI,11.27,Finance,0.41,12.22,"Citizens Community Bancorp, Inc."
CZZ,244.68,Basic Materials,1.28,22.84,Cosan Limited
D,823.09,Utilities,0.22,82.82,Dominion Energy Inc.
DAAT,6.32,Industrial Products,-0.13,0.24,DAC Technologies Group International Inc.
DAC,24.37,Transportation,1.19,9.18,Danaos Corporation
DAIO,8.21,Computer and Technology,1.75,4.247,Data I/O Corporation
DAKT,45.15,Computer and Technology,0.9,6.09,"Daktronics, Inc."
DAL,646.74,Transportation,1.11,58.48,"Delta Air Lines, Inc."
DAN,143.93,Auto-Tires-Trucks,2.24,18.2,Dana Incorporated
DANOY,3430.6,Consumer Staples,0.67,16.49,Danone
DAO,111.77,Business Services,,14.08,"Youdao, Inc. Unsponsored ADR"
DAR,163.71,Consumer Staples,1.3,28.08,Darling Ingredients Inc.
DARE,16.68,Medical,1.86,0.82,"Dare Bioscience, Inc."
DASTY,258.61,Computer and Technology,1,164.51,Dassault Systemes SA
DAVA,53.03,Computer and Technology,0.76,46.6,Endava PLC Sponsored ADR
DB,2066.77,Finance,1.57,7.78,Deutsche Bank Aktiengesellschaft
DBA,21,Finance,0.03,16.56,Invesco DB Agriculture Fund
DBB,7.8,Finance,0.39,14.94,Invesco DB Base Metals Fund
DBC,89.6,Finance,0.53,15.95,Invesco DB Commodity Index Tracking Fund
DBD,76.79,Business Services,2.82,10.56,"Diebold Nixdorf, Incorporated"
DBI,71.75,Retail-Wholesale,1.14,15.74,Designer Brands Inc.
DBIN,11.23,Finance,,34,"Dacotah Banks, Inc."
DBMG,9.71,Industrial Products,0.1,58,DBM GLOBAL INC
DBOEY,1833,Finance,0.52,15.58,Deutsche Boerse AG
DBSDY,639.57,Finance,1.14,77.16,DBS Group Holdings Ltd
DBUB,20.97,Retail-Wholesale,-1.35,0.061,Yosen Group Inc.
DBV,1,Finance,0.28,24.31,Invesco DB G10 Currency Harvest Fund
DBVT,91.28,Medical,1.9,10.7,DBV Technologies S.A.
DBX,415.32,Computer and Technology,1.48,17.91,"Dropbox, Inc."
DCAR,4.06,Computer and Technology,2.85,0.88,WPCS International Incorporated
DCCPF,89.22,Business Services,0.73,86.4,DCC PLC SHS
DCHIF,1677.26,Computer and Technology,0.69,0.5057,Digital China Holdings Ltd.
DCI,126.56,Industrial Products,1.45,57.62,"Donaldson Company, Inc."
DCIX,49.02,Transportation,1.43,0.8408,Diana Containerships Inc.
DCMYY,3315.78,Computer and Technology,0.29,27.79,"NTT DOCOMO, Inc"
DCO,11.56,Aerospace,0.77,50.53,Ducommun Incorporated
DCOM,35.86,Finance,0.88,20.89,"Dime Community Bancshares, Inc."
DCP,143.33,Oils-Energy,2.12,24.49,"DCP Midstream Partners, LP"
DCPH,51.04,Medical,2.02,62.24,"Deciphera Pharmaceuticals, Inc."
DCTHD,0.04,Medical,-0.03,21.25,"Delcath Systems, Inc."
DD,740.81,Basic Materials,1.43,64.2,"DuPont de Nemours, Inc."
DDAIF,1069.8,Auto-Tires-Trucks,1.43,54.48,Daimler AG
DDD,118.42,Computer and Technology,2.02,8.75,3D Systems Corporation
DDDX,66.9,Industrial Products,3.39,0.012,3Dx Industries Inc.
DDF,7.69,Finance,1.2,15.1605,DELAWARE GRP DI
DDOG,295.83,Computer and Technology,,37.78,"Datadog, Inc."
DDS,24.7,Retail-Wholesale,1.14,73.48,"Dillard's, Inc."
DE,313.28,Industrial Products,1.13,173.26,Deere & Company
DEA,74.16,Finance,0.62,23.73,"Easterly Government Properties, Inc."
DECK,27.98,Consumer Discretionary,0.87,168.86,Deckers Outdoor Corporation
DECN,158.68,Medical,0.83,0.0145,Decision Diagnostics Corp.
DEI,175.35,Finance,0.65,43.9,"Douglas Emmett, Inc."
DELL,729.73,Computer and Technology,0.88,51.39,Dell Technologies Inc.
DELTY,25.47,Consumer Discretionary,0.44,25.35,Delta Galil Industries Ltd.
DEM,52.6,Finance,0.85,45.77,WisdomTree Emerging Markets High Dividend Fund
DENN,59.06,Retail-Wholesale,0.06,19.88,Denny's Corporation
DEO,650.25,Consumer Staples,0.43,168.42,Diageo plc
DERM,54.52,Medical,1.6,15.16,"Dermira, Inc."
DESP,69.16,Transportation,1.51,13.48,Despegar.com Corp.
DESTQ,14.23,Retail-Wholesale,-0.01,0.0349,Destination Maternity Corporation
DEWY,1.37,Aerospace,0.09,4.48,Dewey Electronics Corp.
DFCO,47.28,Business Services,13.8,0.049,Dalrada Financial Corp.
DFFN,33.42,Medical,-0.18,0.4607,RestorGenex Corp.
DFIHY,270.54,Consumer Staples,0.42,28.45,Dairy Farm International Holdings Ltd.
DFIN,34.3,Computer and Technology,1.8,10.47,Donnelley Financial Solutions Inc.
DFODQ,91.94,Consumer Staples,-0.08,0.06,Dean Foods Company
DFS,313.47,Finance,1.61,84.82,Discover Financial Services
DG,254.6,Retail-Wholesale,0.5,155.98,Dollar General Corporation
DGICA,28.68,Finance,0.27,14.82,"Donegal Group, Inc."
DGICB,28.68,Finance,0.39,12.75,"Donegal Group, Inc."
DGII,28.67,Computer and Technology,1.73,17.72,Digi International Inc.
DGIX,7.45,Consumer Discretionary,-0.47,0.4399,Dyna Group International Inc.
DGJI,57.14,Medical,-3.4,0.8,Dragon Jade International Ltd.
DGLY,12.08,Industrial Products,0.94,1.02,"Digital Ally, Inc."
DGNG,22.59,Computer and Technology,-1.16,0.0041,Diguang International Development Co.
DGNOF,39.94,Business Services,2.36,0.1648,DIAGNOS Inc.
DGRLY,119.83,Oils-Energy,1.53,15.4,Delek Group Ltd.
DGX,134.7,Medical,0.85,106.79,Quest Diagnostics Incorporated
DHF,72.71,Finance,0.68,3.1,BNY Mellon High Yield Strategies Fund
DHI,368.83,Construction,0.97,52.75,"D.R. Horton, Inc."
DHIL,3.38,Finance,0.57,140.46,"Diamond Hill Investment Group, Inc."
DHR,718.28,Conglomerates,0.93,153.48,Danaher Corporation
DHT,146.81,Transportation,0.58,8.28,"DHT Holdings, Inc."
DHX,53.9,Computer and Technology,1.49,3.01,"DHI Group, Inc."
DHY,103.51,Finance,0.77,2.5,"Credit Suisse High Yield Bond Fund, Inc."
DIA,79.44,Finance,0.98,285.1,SPDR Dow Jones Industrial Average ETF
DIFTY,273.28,Finance,-0.31,30.8,"Daito Trust Construction Co., Ltd."
DIGP,48.36,Medical,3.9,0.088,Digipath Inc.
DIIBF,32.46,Consumer Discretionary,0.82,4.62,Dorel Industries Inc.
DIN,16.79,Retail-Wholesale,0.42,83.52,"DINE BRANDS GLOBAL, INC."
DINRF,46.65,Computer and Technology,-2,37,"Screen Holdings Co., Ltd"
DIOD,51.04,Computer and Technology,1.33,56.37,Diodes Incorporated
DIPGY,925.34,Utilities,0.45,3.69,Datang International Power Generation Co.
DIRV,2.24,Computer and Technology,-1.08,0.0211,"Directview Holdings, Inc."
DIS,1802.4,Consumer Discretionary,1,144.63,The Walt Disney Company
DISCA,525.32,Consumer Discretionary,1.62,32.74,"Discovery, Inc."
DISCB,525.32,Consumer Discretionary,1.24,36.26,"Discovery Communications, Inc."
DISCK,525.32,Consumer Discretionary,1.51,30.49,"Discovery Communications, Inc."
DISH,493.06,Consumer Discretionary,1.33,35.47,DISH Network Corporation
DIT,0.57,Retail-Wholesale,-0.17,72.01,AMCON Distributing Company
DITHF,1074.46,Basic Materials,0.62,5.18,D S SMITH PLC
DJCO,1.38,Consumer Staples,0.73,290.42,Daily Journal Corp. (S.C.)
DK,74.24,Oils-Energy,1.61,33.53,"Delek US Holdings, Inc."
DKILY,2931.13,Computer and Technology,0.77,14.19,DAIKIN INDS LTD
DKL,24.92,Oils-Energy,0.96,31.96,"Delek Logistics Partners, L.P."
DKS,87.89,Retail-Wholesale,0.64,49.49,"DICK'S Sporting Goods, Inc."
DL,33.32,Computer and Technology,1.13,8.09,China Distance Education Holdings Limited
DLA,6.99,Consumer Discretionary,0.3,31.1,"Delta Apparel, Inc."
DLAKY,475.21,Transportation,0.89,18.15,Deutsche Lufthansa AG
DLB,100.2,Consumer Discretionary,0.83,68.8,Dolby Laboratories
DLEXY,37.98,Computer and Technology,-0.19,1.5,Datalex PLC
DLGNF,78.08,Computer and Technology,1.44,51.3,DIALOG SEMICON
DLHC,12.1,Business Services,0.9,4.19,DLH Holdings Corp.
DLNG,35.53,Transportation,1.14,2.1105,Dynagas LNG Partners LP
DLOC,80.61,Computer and Technology,1.94,0.0003,Carbon Sciences Inc.
DLPH,86.07,Business Services,2.92,12.83,Delphi Technologies PLC
DLPN,17.34,Business Services,7.48,0.7,Dolphin Digital Media Inc.
DLR,208.72,Finance,0.33,119.74,"Digital Realty Trust, Inc."
DLTH,29.16,Consumer Discretionary,0.35,10.53,Duluth Holdings Inc.
DLTR,236.66,Retail-Wholesale,0.45,94.05,"Dollar Tree, Inc."
DLX,42.1,Business Services,1.33,49.92,Deluxe Corporation
DLYTD,0.28,Computer and Technology,-3.36,0.215,Dais Analytic Corp.
DMAC,11.96,Medical,3.08,4.85,"DiaMedica Therapeutics, Inc."
DMEDF,12.3,Medical,,,D. Medical Industries Ltd.
DMF,20.75,Finance,0.07,8.89,"BNY Mellon Municipal Income, Inc."
DMIFF,65.31,Basic Materials,0.18,0.0851,DIAMCOR MINING
DMLP,34.68,Oils-Energy,1.05,19.51,"Dorchester Minerals, L.P."
DMPI,11.4,Medical,1.31,0.6897,"DelMar Pharmaceuticals, Inc."
DMRC,12.43,Industrial Products,-0.02,33.56,Digimarc Corporation
DMTK,11.96,Medical,0.87,12.4,Constellation Alpha Capital Corp.
DNACF,145.35,Computer and Technology,-0.26,15.7,DENA CO LTD TOK
DNFGY,172.32,Auto-Tires-Trucks,1.28,46.5,Dongfeng Motor Group Co.
DNHBY,1600,Finance,1.16,18.636,DNB ASA
DNI,10.69,Finance,1.31,13.46,Dividend and Income Fund
DNJR,15.4,Finance,2.31,0.3996,Golden Bull Limited
DNKEY,1708.08,Finance,0.76,8.045,DANSKE BANK AS
DNKN,82.84,Retail-Wholesale,0.39,75.54,"Dunkin' Brands Group, Inc."
DNLI,96.03,Medical,2.13,17.42,Denali Therapeutics Inc.
